音乐图片链接地址,专辑名称,歌手,发型时间,专辑,风格,评分,评价人数,专辑详情链接
https://img2.doubanio.com/view/subject/s/public/s6780751.jpg,Apologize,"Timbaland,OneRepublic ", 2007-11-06 , Single , 摇滚,9.2,33762,https://music.douban.com/subject/2285727/
https://img2.doubanio.com/view/subject/s/public/s3850703.jpg,阿菲正传(阿菲正傳),王菲 , 2009-06-25 , 选集 , 流行,9.4,26670,https://music.douban.com/subject/3815932/
https://img2.doubanio.com/view/subject/s/public/s4364499.jpg,跨时代,周杰伦 , 2010-05-14 , 专辑 , 流行,7.8,44513,https://music.douban.com/subject/4820650/
https://img2.doubanio.com/view/subject/s/public/s2693584.jpg,Leave(離開),孙燕姿 , 2002-5-21 , 专辑 , 流行,8.8,28002,https://music.douban.com/subject/1949354/
https://img2.doubanio.com/view/subject/s/public/s2650727.jpg,被禁忌的游戏,李志 , 2004-12 , 专辑 , 民谣,9.0,30653,https://music.douban.com/subject/1933017/
https://img2.doubanio.com/view/subject/s/public/s1933423.jpg,What&#39;s Going On....?,陈奕迅 , 2006 , 专辑 , 流行,9.3,30947,https://music.douban.com/subject/1920622/
https://img2.doubanio.com/view/subject/s/public/s7021494.jpg,第二人生 末日版(SECOND ROUND - NO WHERE),五月天 , 2011-12-20 , 专辑 , 流行,9.2,27582,https://music.douban.com/subject/7065468/
https://img2.doubanio.com/view/subject/s/public/s3522345.jpg,樂之路(Ultrasound 1997-2003 / 乐之路),陶喆 , 2003-08-08 , 选集 , 流行,9.2,28420,https://music.douban.com/subject/1407536/
https://img2.doubanio.com/view/subject/s/public/s2374986.jpg,It Won&#39;t Be Soon Before Long(It Won&#39;t Be Soon Before Long),Maroon 5 , 2007-05-22 , 专辑 , 流行,8.4,25678,https://music.douban.com/subject/2032823/
https://img2.doubanio.com/view/subject/s/public/s3321977.jpg,如果你冷(如果你冷),张悬 , 2008-10-20 , Bootleg , 民谣,8.6,27296,https://music.douban.com/subject/3264192/
https://img2.doubanio.com/view/subject/s/public/s1647637.jpg,陌生人,蔡健雅 Tanya Chua , 2003-06-00 , 专辑 , 流行,8.7,26952,https://music.douban.com/subject/1408650/
https://img2.doubanio.com/view/subject/s/public/s3631071.jpg,浮躁,王菲 , 1996 , Audio CD , 流行,9.4,40928,https://music.douban.com/subject/1395176/
https://img2.doubanio.com/view/subject/s/public/s1446010.jpg,C&#39;est La Vie(这就是生活),自然卷 , 2004 , 专辑 , 民谣,8.3,25179,https://music.douban.com/subject/1442576/
https://img2.doubanio.com/view/subject/s/public/s4305186.jpg,在一起(Together),刘若英 , 2010-04-16 , 专辑 , 流行,7.9,24915,https://music.douban.com/subject/5355197/
https://img2.doubanio.com/view/subject/s/public/s2674348.jpg,These Friends Of Mine,Rosie Thomas , 2007-03-13 , 专辑 , 民谣,8.8,23347,https://music.douban.com/subject/1999781/
https://img2.doubanio.com/view/subject/s/public/s3076261.jpg,陪我歌唱(苏打绿台北小巨蛋演唱会Live Cd:陪我歌唱),苏打绿 , 2008 , 引进版 , 民谣,9.2,24408,https://music.douban.com/subject/3226297/
https://img2.doubanio.com/view/subject/s/public/s4716636.jpg,"It&#39;s Not Me, It&#39;s You(关我屁事)",Lily Allen , 2009-02-09 , 专辑 , 流行,8.2,24342,https://music.douban.com/subject/3770091/
https://img2.doubanio.com/view/subject/s/public/s2969728.jpg,The Rose~I Love Cinemas~,手嶌葵 , 2008-03-05 , Import , 流行,9.3,24448,https://music.douban.com/subject/2977909/
https://img2.doubanio.com/view/subject/s/public/s4008894.jpg,我爱南京,李志 , 2009-10-16 , 专辑 , 民谣,9.0,33987,https://music.douban.com/subject/4060882/
https://img2.doubanio.com/view/subject/s/public/s2616588.jpg,消失的光年(消失的光年),大乔小乔 , 2007-07-12 , 平装版 , 民谣,8.3,23677,https://music.douban.com/subject/2144752/
https://img2.doubanio.com/view/subject/s/public/s1399764.jpg,还有别的办法吗,范晓萱 , 2004 , 专辑 , 流行,8.7,23241,https://music.douban.com/subject/1439133/
https://img2.doubanio.com/view/subject/s/public/s2378153.jpg,日光倾城,卡奇社 , 2007-04-20 , 专辑 , 流行,8.2,24731,https://music.douban.com/subject/2058669/
https://img2.doubanio.com/view/subject/s/public/s3350764.jpg,A Little Love(一点爱),冯曦妤 , 2008-11-20 , 专辑 , 流行,8.5,23581,https://music.douban.com/subject/3566603/
https://img2.doubanio.com/view/subject/s/public/s4087364.jpg,Yellow(黄色),Coldplay , 2000-07-03 , EP , 摇滚,9.5,38322,https://music.douban.com/subject/1458367/
https://img2.doubanio.com/view/subject/s/public/s1400988.jpg,Hopes And Fears,Keane , 2004 , 专辑 , 摇滚,8.9,23258,https://music.douban.com/subject/1395452/
https://img2.doubanio.com/view/subject/s/public/s3856032.jpg,U87,陈奕迅 , 2005-06-07 , 专辑 , 流行,9.4,31145,https://music.douban.com/subject/1394541/
https://img2.doubanio.com/view/subject/s/public/s1794177.jpg,Lady Sleep(睡美人),Maximilian Hecker , 2005 , Import , 摇滚,8.8,21627,https://music.douban.com/subject/1419566/
https://img2.doubanio.com/view/subject/s/public/s1489321.jpg,天空の城ラピュタ サウンドトラック 飛行石の謎(天空之城 原声碟),"久石譲(Joe Hisaishi),杉並児童合唱団,井上杏美 ", 1993-12-21 , Soundtrack , 原声,9.6,27101,https://music.douban.com/subject/1395762/
https://img2.doubanio.com/view/subject/s/public/s8868552.jpg,新长征路上的摇滚,崔健 , 1989 , 专辑 , 摇滚,9.5,34816,https://music.douban.com/subject/1394742/
https://img2.doubanio.com/view/subject/s/public/s4715963.jpg,小飞行,"棉花糖,katncandix2 ", 2009-05-01 , 专辑 , 民谣,8.0,22902,https://music.douban.com/subject/3567851/
https://img2.doubanio.com/view/subject/s/public/s11095208.jpg,春生,好妹妹乐队 , 2012-07-01 , 专辑 , 民谣,8.9,24149,https://music.douban.com/subject/10831759/
https://img2.doubanio.com/view/subject/s/public/s3821060.jpg,讓我想一想(让我想一想),陈绮贞 , 1998-07-14 , 专辑 , 民谣,9.1,27407,https://music.douban.com/subject/1788941/
https://img2.doubanio.com/view/subject/s/public/s2839973.jpg,未来(Wonderland),方大同 , 2007-12-28 , 专辑 ,R&amp;B,8.4,25636,https://music.douban.com/subject/2359692/
https://img2.doubanio.com/view/subject/s/public/s1981880.jpg,爱爱爱(愛愛愛 / THIS LOVE),方大同 , 2006-12 , 专辑 ,R&amp;B,8.8,27902,https://music.douban.com/subject/1950025/
https://img2.doubanio.com/view/subject/s/public/s28104019.jpg,世界(Earth),逃跑计划 , 2014-12-09 , 专辑 , 摇滚,9.0,28059,https://music.douban.com/subject/10430415/
https://img2.doubanio.com/view/subject/s/public/s4039256.jpg,七天(盧廣仲 Crowd Lu 2009 New Album 2009 全新創作專輯),"盧廣仲,卢广仲 ", 2009-10-30 , 专辑 , 民谣,7.9,22903,https://music.douban.com/subject/4032611/
https://img2.doubanio.com/view/subject/s/public/s3020073.jpg,Nirvana,Nirvana , 2002-10-29 , Extra tracks , 摇滚,9.3,23130,https://music.douban.com/subject/1416697/
https://img2.doubanio.com/view/subject/s/public/s8904216.jpg,A Rush of  Blood to the Head,Coldplay , 2002 , 专辑 , 摇滚,8.8,26392,https://music.douban.com/subject/1455695/
https://img2.doubanio.com/view/subject/s/public/s1883423.jpg,The Velvet Underground &amp; Nico(地下丝绒与妮可),"The Velvet Underground,Nico ", 1967-04 , 专辑 , 摇滚,9.3,34544,https://music.douban.com/subject/1986653/
https://img2.doubanio.com/view/subject/s/public/s4420058.jpg,Love The Way You Lie,"Eminem,Rihanna ", 2010-08-20 , Single , 说唱,9.3,29020,https://music.douban.com/subject/5322559/
https://img2.doubanio.com/view/subject/s/public/s3681285.jpg,天空(Sky),王菲 , 1994 , 专辑 , 流行,9.4,31860,https://music.douban.com/subject/1776070/
https://img2.doubanio.com/view/subject/s/public/s4194004.jpg,The Boat That Rocked,Original Soundtrack , 2009-03-30 , Import , 原声,9.3,20307,https://music.douban.com/subject/3788747/
https://img2.doubanio.com/view/subject/s/public/s1944493.jpg,(What&#39;s The Story) Morning Glory?,Oasis , 1995 , 专辑 , 摇滚,9.3,29968,https://music.douban.com/subject/1395617/
https://img2.doubanio.com/view/subject/s/public/s2144095.jpg,PUSSY,陈绮贞 , 2007-02-08 , 单曲 , 民谣,8.7,21840,https://music.douban.com/subject/1982538/
https://img2.doubanio.com/view/subject/s/public/s2714357.jpg,呼吸(Breathe - All About Lily Chou-Chou / Lily Chou-Chou：呼吸),Salyu , 2001 , 专辑 , 原声,9.1,23093,https://music.douban.com/subject/1421569/
https://img2.doubanio.com/view/subject/s/public/s1458245.jpg,Fallen,Evanescence , 2003 , 专辑 , 摇滚,8.5,21340,https://music.douban.com/subject/1394997/
https://img2.doubanio.com/view/subject/s/public/s1401153.jpg,黑豹,黑豹 , 1992-12-01 , 专辑 , 摇滚,9.3,28431,https://music.douban.com/subject/1413627/
https://img2.doubanio.com/view/subject/s/public/s4462549.jpg,十年一刻,苏打绿 , 2010-08-27 , 视频 , 流行,9.0,24464,https://music.douban.com/subject/4923069/
https://img2.doubanio.com/view/subject/s/public/s1415455.jpg,恋爱的力量(The Power Of Love Songs),梁静茹 , 2003年3月 , 专辑 , 流行,9.0,23033,https://music.douban.com/subject/1403802/
https://img2.doubanio.com/view/subject/s/public/s1496506.jpg,Suede,Suede , 1993 , 专辑 , 摇滚,9.0,25695,https://music.douban.com/subject/1394569/
https://img2.doubanio.com/view/subject/s/public/s2883202.jpg,The Bends,Radiohead , 1995 , 专辑 , 摇滚,9.3,33710,https://music.douban.com/subject/1394652/
https://img2.doubanio.com/view/subject/s/public/s1480488.jpg,琵琶相(Pipa images LIN HAI &amp; FRIENDS 2),林海 , 2004 , 专辑 , 轻音乐,9.4,22078,https://music.douban.com/subject/1462686/
https://img2.doubanio.com/view/subject/s/public/s6988468.jpg,？(问号),陈奕迅 , 2011-11-11 , 专辑 , 流行,8.1,24989,https://music.douban.com/subject/6903119/
https://img2.doubanio.com/view/subject/s/public/s2616115.jpg,少年故事,彭坦 , 2007-07-23 , 专辑 , 流行,8.2,22309,https://music.douban.com/subject/2154228/
https://img2.doubanio.com/view/subject/s/public/s1960062.jpg,黑暗之光,雷光夏 , 2006-12-01 , 专辑 , 民谣,8.9,21795,https://music.douban.com/subject/1923738/
https://img2.doubanio.com/view/subject/s/public/s1432740.jpg,我要我们在一起,范晓萱 , 1999-11-1 , 国语 , 流行,8.8,24690,https://music.douban.com/subject/1419831/
https://img2.doubanio.com/view/subject/s/public/s1945209.jpg,人生海海,五月天 , 2001-07-06 , 专辑 , 摇滚,9.3,27018,https://music.douban.com/subject/1419375/
https://img2.doubanio.com/view/subject/s/public/s3409351.jpg,Maybe I&#39;m Dreaming(可能我在做梦),Owl City , 2008-03-18 , Import , 流行,8.4,20806,https://music.douban.com/subject/3021469/
https://img2.doubanio.com/view/subject/s/public/s26537631.jpg,工体东路没有人,李志 , 2009-01-22 , 专辑 , 民谣,9.2,23380,https://music.douban.com/subject/3435496/
https://img2.doubanio.com/view/subject/s/public/s1410146.jpg,Let It Be,The Beatles , 1990-10-25 , Enhanced , 摇滚,9.5,27360,https://music.douban.com/subject/1401365/
https://img2.doubanio.com/view/subject/s/public/s2824792.jpg,"Alright,Still(一如既往)",Lily Allen , 2006 , Import , 流行,8.4,20553,https://music.douban.com/subject/1796484/
https://img2.doubanio.com/view/subject/s/public/s10385947.jpg,大小說家(Fiction),林宥嘉 , 2012-06-22 , 专辑 , 流行,8.2,25650,https://music.douban.com/subject/10767657/
https://img2.doubanio.com/view/subject/s/public/s2975545.jpg,越长大越孤单,牛奶@咖啡 , 2008-03-18 , 专辑 , 流行,7.8,28289,https://music.douban.com/subject/3013779/
https://img2.doubanio.com/view/subject/s/public/s3595798.jpg,燕尾蝶(燕尾蝶-下定愛的決心),梁静茹 , 2004 , 专辑 , 流行,8.1,26504,https://music.douban.com/subject/1403801/
https://img2.doubanio.com/view/subject/s/public/s3780711.jpg,原谅我就是这样的女生(原諒我就是這樣的女生),戴佩妮 , 2009-05-16 , 专辑 , 流行,7.7,21894,https://music.douban.com/subject/3729307/
https://img2.doubanio.com/view/subject/s/public/s4185764.jpg,传奇,王菲 , 2010-11-05 , 单曲 , 民谣,9.0,27585,https://music.douban.com/subject/5365287/
https://img2.doubanio.com/view/subject/s/public/s3273497.jpg,Under the Radar(墜入琴網),Daniel Powter , 2008-10-14 , 专辑 , 流行,8.4,19439,https://music.douban.com/subject/3158576/
https://img2.doubanio.com/view/subject/s/public/s4713371.jpg,知足 MV / Karaoke DVD,五月天 , 2006 , 视频 , 流行,9.3,20185,https://music.douban.com/subject/2083053/
https://img2.doubanio.com/view/subject/s/public/s11176273.jpg,我的歌声里,曲婉婷 , 2012-07-01 , 专辑 , 流行,8.1,21867,https://music.douban.com/subject/11524982/
https://img2.doubanio.com/view/subject/s/public/s3336530.jpg,王菲(快樂/不快樂),王菲 , 1997-09-30 , 专辑 , 流行,9.4,33389,https://music.douban.com/subject/1394693/
https://img2.doubanio.com/view/subject/s/public/s3910069.jpg,信仰在空中飘扬,汪峰 , 2009-07-25 , 专辑 , 摇滚,8.8,21348,https://music.douban.com/subject/3843530/
https://img2.doubanio.com/view/subject/s/public/s3944348.jpg,[i](Karen Love),莫文蔚 , 2002-04-29 , 专辑 , 流行,8.8,23198,https://music.douban.com/subject/1403573/
https://img2.doubanio.com/view/subject/s/public/s2382869.jpg,Songs About Jane,Maroon 5 , 2002 , 专辑 , 流行,8.7,22436,https://music.douban.com/subject/1395446/
https://img2.doubanio.com/view/subject/s/public/s2146936.jpg,Back To Black(重回黑色怀抱),Amy Winehouse , 2006-10-30 , 专辑 ,R&amp;B,8.9,24195,https://music.douban.com/subject/1937036/
https://img2.doubanio.com/view/subject/s/public/s4571919.jpg,Demo 3,陈绮贞 , 2001-11-09 , Demo , 流行,9.2,20428,https://music.douban.com/subject/5292091/
https://img2.doubanio.com/view/subject/s/public/s27220328.jpg,克卜勒(Kepler),孙燕姿 , 2014-02-27 , 专辑 , 流行,8.7,34552,https://music.douban.com/subject/25811077/
https://img2.doubanio.com/view/subject/s/public/s2982879.jpg,E=MC²(爱的方程式),Mariah Carey , 2008-04-16 , 专辑 ,R&amp;B,8.6,22014,https://music.douban.com/subject/3005450/
https://img2.doubanio.com/view/subject/s/public/s3341606.jpg,9 Crimes,Damien Rice , 2006-11-27 , 单曲 , 民谣,9.4,18848,https://music.douban.com/subject/2286005/
https://img2.doubanio.com/view/subject/s/public/s3285190.jpg,如果有一件事是重要的(如果有一件事是重要的+粉红色(demo)),陈珊妮 , 2008-11-22 , 专辑 , 流行,8.3,20635,https://music.douban.com/subject/3579420/
https://img2.doubanio.com/view/subject/s/public/s3666296.jpg,赤裸裸(赤裸裸?!),郑钧 , 1994 , 专辑 , 摇滚,8.9,25001,https://music.douban.com/subject/1404457/
https://img2.doubanio.com/view/subject/s/public/s3899296.jpg,阿岳正传(Useless Guy),张震岳 , 2004-06-24 , 选集 , 流行,9.0,20886,https://music.douban.com/subject/1410613/
https://img2.doubanio.com/view/subject/s/public/s1416778.jpg,3颗猫饼干(三颗猫饼干 / Three Cat Cookies),"朱玫玲,董運昌,王雁盟,何真真 ", 2004,04, 轻音乐,9.2,17568,https://music.douban.com/subject/1408372/
https://img2.doubanio.com/view/subject/s/public/s4468079.jpg,21 Guns,Green Day , 2009-07-14 , Single , 流行,9.2,20685,https://music.douban.com/subject/3807272/
https://img2.doubanio.com/view/subject/s/public/s1506028.jpg,看我72变,蔡依林 Jolin Tsai , 2003-03-07 , 专辑 , 流行,8.1,36936,https://music.douban.com/subject/6540851/
https://img2.doubanio.com/view/subject/s/public/s7018733.jpg,第二人生 明日版(SECOND ROUND - NOW HERE),五月天 , 2011-12-20 , 专辑 , 流行,9.2,21090,https://music.douban.com/subject/7065469/
https://img2.doubanio.com/view/subject/s/public/s4714001.jpg,Definitely Maybe(绝对可能),Oasis , 1994-08-30 , 专辑 , 摇滚,9.2,26264,https://music.douban.com/subject/1395280/
https://img2.doubanio.com/view/subject/s/public/s1490767.jpg,First Love(初恋),宇多田ヒカル , 1999 , 专辑 , 流行,9.2,26889,https://music.douban.com/subject/1397751/
https://img2.doubanio.com/view/subject/s/public/s3856684.jpg,阿密特(意识专辑),张惠妹 , 2009-06-26 , 专辑 , 流行,8.1,25262,https://music.douban.com/subject/5325161/
https://img2.doubanio.com/view/subject/s/public/s3485794.jpg,心·跳(心跳),王力宏 Leehom Wang , 2008-12-26 , 专辑 , 流行,7.3,24213,https://music.douban.com/subject/3323600/
https://img2.doubanio.com/view/subject/s/public/s3962066.jpg,xx(同名专辑),The xx , 2009-08-17 , 专辑 , 摇滚,8.9,22991,https://music.douban.com/subject/4010504/
https://img2.doubanio.com/view/subject/s/public/s3885892.jpg,回蔚,莫文蔚 , 2009-06-23 , 专辑 , 流行,8.1,20406,https://music.douban.com/subject/3767208/
https://img2.doubanio.com/view/subject/s/public/s3751353.jpg,"如果看見地獄，我就不怕魔鬼(If I See Hell, I Won&#39;t Be Afraid of Demons)",Tizzy Bac , 2009-02-13 , 专辑 , 摇滚,8.2,19494,https://music.douban.com/subject/3313756/
https://img2.doubanio.com/view/subject/s/public/s27076627.jpg,我们是五月天,五月天 , 2003年4月17日 , 专辑 , 流行,9.4,22168,https://music.douban.com/subject/1438249/
https://img2.doubanio.com/view/subject/s/public/s3885797.jpg,王妃(王妃),萧敬腾 , 2009-07-17 , 专辑 , 流行,7.9,24651,https://music.douban.com/subject/3803120/
https://img2.doubanio.com/view/subject/s/public/s3598342.jpg,Poker Face(扑克脸),Lady Gaga , 2008-09-23 , Single , 流行,8.8,26101,https://music.douban.com/subject/3313848/
https://img2.doubanio.com/view/subject/s/public/s8903729.jpg,唐朝(梦回唐朝),唐朝 , 1992-12 , CD＋DVD , 摇滚,9.1,23598,https://music.douban.com/subject/1395143/
https://img2.doubanio.com/view/subject/s/public/s3726558.jpg,寻找周杰伦,周杰伦 , 2003-12-1 , EP , 流行,9.2,31112,https://music.douban.com/subject/1407700/
https://img2.doubanio.com/view/subject/s/public/s4547786.jpg,她说(概念自选辑),林俊杰 , 2010-12-08 , 专辑 , 流行,8.3,36923,https://music.douban.com/subject/5360525/
